Brand_Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price (INR Lakhs),Brand,Model,Car_Age
Volkswagen Polo GT TSI,Mumbai,2016,28000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,725000.0,Volkswagen,Polo GT TSI,9
Hyundai Verna 1.6 SX,Coimbatore,2014,83558,Diesel,Manual,First,22.32,1582.0,126.32,5.0,698000.0,Hyundai,Verna 1.6 SX,11
Tata Bolt Quadrajet XE,Hyderabad,2017,40000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,525000.0,Tata,Bolt Quadrajet XE,8
Hyundai EON D Lite Plus,Kolkata,2013,36000,Petrol,Manual,First,21.1,814.0,55.2,5.0,195000.0,Hyundai,EON D Lite Plus,12
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,21000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,2450000.0,Audi,A4 2.0 TDI 177 Bhp Premium Plus,11
Toyota Innova 2.5 GX (Diesel) 7 Seater,Kochi,2013,62162,Diesel,Manual,First,12.99,2494.0,100.0,7.0,831000.0,Toyota,Innova 2.5 GX (Diesel) 7 Seater,12
Mercedes-Benz M-Class ML 350 CDI,Hyderabad,2012,83000,Diesel,Automatic,First,11.74,2987.0,254.8,5.0,3600000.0,Mercedes-Benz,M-Class ML 350 CDI,13
Hyundai Xcent 1.1 CRDi S,Pune,2015,58000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,550000.0,Hyundai,Xcent 1.1 CRDi S,10
Honda Accord 2.4 AT,Kochi,2011,62332,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,589000.0,Honda,Accord 2.4 AT,14
Volkswagen Vento 1.5 TDI Highline,Kochi,2016,50867,Diesel,Manual,First,20.34,1498.0,103.2,5.0,795000.0,Volkswagen,Vento 1.5 TDI Highline,9
Hyundai i20 Sportz Petrol,Mumbai,2010,73000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,275000.0,Hyundai,i20 Sportz Petrol,15
Hyundai Elantra CRDi SX,Jaipur,2012,98008,Diesel,Manual,First,22.7,1582.0,126.24,5.0,625000.0,Hyundai,Elantra CRDi SX,13
Ford Figo Diesel Titanium,Hyderabad,2015,36000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,495000.0,Ford,Figo Diesel Titanium,10
Hyundai i20 1.2 Magna Executive,Kochi,2019,27339,Petrol,Manual,First,18.6,1197.0,81.83,5.0,627000.0,Hyundai,i20 1.2 Magna Executive,6
Hyundai Verna 1.6 CRDi SX,Kolkata,2017,25000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,865000.0,Hyundai,Verna 1.6 CRDi SX,8
Hyundai Grand i10 Asta,Kolkata,2014,37000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,350000.0,Hyundai,Grand i10 Asta,11
Audi Q5 2.0 TDI,Hyderabad,2015,56000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,3500000.0,Audi,Q5 2.0 TDI,10
Maruti Swift Dzire ZXi,Kolkata,2015,27000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,445000.0,Maruti,Swift Dzire ZXi,10
Hyundai i20 Magna,Kolkata,2012,37000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,265000.0,Hyundai,i20 Magna,13
Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,2017,10500,Diesel,Manual,First,25.32,1198.0,77.0,5.0,470000.0,Mahindra,KUV 100 mFALCON D75 K4 Plus 5str,8
Hyundai Elantra 1.6 SX Option AT,Ahmedabad,2014,49000,Diesel,Automatic,First,18.23,1582.0,126.2,5.0,890000.0,Hyundai,Elantra 1.6 SX Option AT,11
Jeep Compass 2.0 Limited Option Black,Mumbai,2017,7000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,1745000.0,Jeep,Compass 2.0 Limited Option Black,8
Maruti Vitara Brezza VDi Option,Coimbatore,2017,71256,Diesel,Manual,First,24.3,1248.0,88.5,5.0,958000.0,Maruti,Vitara Brezza VDi Option,8
Toyota Corolla Altis 1.8 GL,Kochi,2012,83184,Petrol,Manual,First,14.28,1798.0,138.03,5.0,622000.0,Toyota,Corolla Altis 1.8 GL,13
Mahindra XUV500 W8 2WD,Kolkata,2013,87284,Diesel,Manual,First,15.1,2179.0,140.0,7.0,780000.0,Mahindra,XUV500 W8 2WD,12
BMW X1 xDrive 20d xLine,Mumbai,2016,7000,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,2775000.0,BMW,X1 xDrive 20d xLine,9
Hyundai i20 Magna 1.4 CRDi,Pune,2015,29000,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,700000.0,Hyundai,i20 Magna 1.4 CRDi,10
Mercedes-Benz GLE 350d,Coimbatore,2017,33552,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,6487000.0,Mercedes-Benz,GLE 350d,8
Chevrolet Cruze LTZ,Bangalore,2013,64000,Diesel,Manual,Second,17.3,1998.0,163.7,5.0,650000.0,Chevrolet,Cruze LTZ,12
Hyundai i20 1.2 Magna,Jaipur,2011,82000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,270000.0,Hyundai,i20 1.2 Magna,14
Honda Brio S MT,Mumbai,2012,70000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,250000.0,Honda,Brio S MT,13
Nissan Evalia 2013 XL,Hyderabad,2013,166194,Diesel,Manual,First,19.3,1461.0,84.8,7.0,390000.0,Nissan,Evalia 2013 XL,12
Volkswagen Polo Petrol Trendline 1.2L,Delhi,2015,58000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,395000.0,Volkswagen,Polo Petrol Trendline 1.2L,10
Hyundai i10 Sportz 1.2,Chennai,2010,77000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,210000.0,Hyundai,i10 Sportz 1.2,15
Chevrolet Cruze LTZ AT,Pune,2009,73204,Diesel,Automatic,Third,18.1,1991.0,147.9,4.0,350000.0,Chevrolet,Cruze LTZ AT,16
Hyundai i10 Era,Hyderabad,2007,70000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,200000.0,Hyundai,i10 Era,18
Maruti Ertiga VDI,Delhi,2014,79870,Diesel,Manual,First,20.77,1248.0,88.76,7.0,535000.0,Maruti,Ertiga VDI,11
Honda Amaze S i-Dtech,Delhi,2013,90000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,380000.0,Honda,Amaze S i-Dtech,12
Mercedes-Benz A Class A180 Sport,Mumbai,2016,17000,Petrol,Automatic,First,15.5,1595.0,122.0,5.0,1725000.0,Mercedes-Benz,A Class A180 Sport,9
Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,46493,Petrol,Manual,First,18.9,1197.0,81.86,5.0,553000.0,Hyundai,Grand i10 1.2 Kappa Magna,7
Hyundai i10 Sportz 1.2,Pune,2009,68000,Petrol,Manual,Third,20.36,1197.0,78.9,5.0,195000.0,Hyundai,i10 Sportz 1.2,16
Maruti Swift DDiS ZDI Plus,Hyderabad,2017,2000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,819999.9999999999,Maruti,Swift DDiS ZDI Plus,8
Honda City 1.3 EXI,Pune,1999,140000,Petrol,Manual,First,13.0,1343.0,90.0,5.0,90000.0,Honda,City 1.3 EXI,26
Toyota Innova 2.5 GX (Diesel) 7 Seater,Pune,2013,255000,Diesel,Manual,Third,12.99,2494.0,100.6,7.0,650000.0,Toyota,Innova 2.5 GX (Diesel) 7 Seater,12
Mini Cooper Countryman D High,Coimbatore,2014,45535,Diesel,Automatic,First,23.8,1998.0,112.0,5.0,1941000.0,Mini,Cooper Countryman D High,11
Fiat Linea T-Jet Active,Coimbatore,2016,39228,Petrol,Manual,First,15.7,1368.0,112.4,5.0,658000.0,Fiat,Linea T-Jet Active,9
Chevrolet Aveo 1.4 LT,Mumbai,2011,57000,Petrol,Manual,Second,14.49,1399.0,92.7,5.0,210000.0,Chevrolet,Aveo 1.4 LT,14
Hyundai i10 Era 1.1,Chennai,2008,85445,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,200000.0,Hyundai,i10 Era 1.1,17
Hyundai Xcent 1.1 CRDi Base,Delhi,2015,54000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,370000.0,Hyundai,Xcent 1.1 CRDi Base,10
Maruti Celerio VXI AT,Mumbai,2014,53000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,380000.0,Maruti,Celerio VXI AT,11
Hyundai i10 Sportz,Jaipur,2014,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,325000.0,Hyundai,i10 Sportz,11
Renault Duster 85PS Diesel RxL,Coimbatore,2015,65668,Diesel,Manual,First,19.87,1461.0,83.8,5.0,553000.0,Renault,Duster 85PS Diesel RxL,10
BMW 3 Series 320d,Ahmedabad,2011,100000,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,1090000.0,BMW,3 Series 320d,14
Hyundai Grand i10 Sportz,Kolkata,2018,1800,Petrol,Manual,First,18.9,1197.0,82.0,5.0,509999.99999999994,Hyundai,Grand i10 Sportz,7
Hyundai Santro DX,Hyderabad,2007,96000,Petrol,Manual,Second,0.0,999.0,97.7,5.0,220000.00000000003,Hyundai,Santro DX,18
Chevrolet Spark 1.0 LS,Pune,2009,44200,Petrol,Manual,Second,18.0,995.0,62.0,5.0,160000.0,Chevrolet,Spark 1.0 LS,16
Honda City i VTEC VX Option,Ahmedabad,2018,14000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1125000.0,Honda,City i VTEC VX Option,7
Volkswagen Vento Diesel Highline,Chennai,2013,720000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,590000.0,Volkswagen,Vento Diesel Highline,12
Toyota Fortuner 4x2 4 Speed AT,Delhi,2012,73000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,1440000.0,Toyota,Fortuner 4x2 4 Speed AT,13
Honda City 1.5 S MT,Delhi,2011,68000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,360000.0,Honda,City 1.5 S MT,14
BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2017,19543,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,4050000.0,BMW,5 Series 2013-2017 520d Luxury Line,8
Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,3895000.0000000005,Audi,Q5 30 TDI quattro Premium Plus,11
Maruti Ritz LDi,Delhi,2014,32805,Diesel,Manual,First,23.2,1248.0,73.94,5.0,360000.0,Maruti,Ritz LDi,11
Volkswagen Vento 1.5 TDI Highline AT,Kochi,2016,44782,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,712000.0,Volkswagen,Vento 1.5 TDI Highline AT,9
Honda City i DTEC SV,Kochi,2016,55700,Diesel,Manual,First,26.0,1498.0,98.6,5.0,752000.0,Honda,City i DTEC SV,9
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,1035000.0,Audi,A4 New 2.0 TDI Multitronic,13
Skoda Rapid 1.6 MPI Elegance,Hyderabad,2014,56000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,700000.0,Skoda,Rapid 1.6 MPI Elegance,11
Toyota Fortuner 3.0 Diesel,Delhi,2011,60000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,1085000.0,Toyota,Fortuner 3.0 Diesel,14
Chevrolet Optra Magnum 2.0 LT BS3,Mumbai,2010,78563,Diesel,Manual,First,16.52,1991.0,123.7,5.0,235000.0,Chevrolet,Optra Magnum 2.0 LT BS3,15
Maruti Eeco 7 Seater Standard,Mumbai,2014,34669,Petrol,Manual,First,15.1,1196.0,73.0,7.0,290000.0,Maruti,Eeco 7 Seater Standard,11
Maruti Ciaz ZXi,Delhi,2017,17000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,765000.0,Maruti,Ciaz ZXi,8
Maruti Ciaz VDi Plus SHVS,Delhi,2016,66000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,640000.0,Maruti,Ciaz VDi Plus SHVS,9
Toyota Innova 2.5 LE 2014 Diesel 7 Seater,Pune,2014,102418,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1010000.0,Toyota,Innova 2.5 LE 2014 Diesel 7 Seater,11
Maruti Swift Dzire VXI,Kolkata,2014,48800,Petrol,Manual,First,19.1,1197.0,85.8,5.0,425000.0,Maruti,Swift Dzire VXI,11
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,10601,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,1964999.9999999998,Toyota,Innova Crysta 2.8 GX AT,6
Tata Indica V2 eLX,Pune,2017,8200,Diesel,Manual,First,25.0,1396.0,69.0,5.0,440000.00000000006,Tata,Indica V2 eLX,8
Hyundai i20 Magna,Jaipur,2012,100000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,325000.0,Hyundai,i20 Magna,13
Ford Fiesta 1.4 Duratorq ZXI,Pune,2012,78000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,280000.0,Ford,Fiesta 1.4 Duratorq ZXI,13
Chevrolet Enjoy 1.3 TCDi LS 8,Kolkata,2015,50000,Diesel,Manual,First,18.2,1248.0,73.74,8.0,430000.0,Chevrolet,Enjoy 1.3 TCDi LS 8,10
Ford Fiesta 1.4 Duratorq EXI,Chennai,2006,89327,Diesel,Manual,Third,17.8,1399.0,68.0,5.0,155000.0,Ford,Fiesta 1.4 Duratorq EXI,19
Honda CR-V 2.4 MT,Chennai,2007,98000,Petrol,Manual,Second,10.8,2354.0,152.0,5.0,470000.0,Honda,CR-V 2.4 MT,18
Honda Jazz 1.2 VX i VTEC,Kochi,2017,24700,Petrol,Manual,First,18.7,1199.0,88.7,5.0,707000.0,Honda,Jazz 1.2 VX i VTEC,8
Mercedes-Benz GLS 350d Grand Edition,Delhi,2018,6000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,7900000.0,Mercedes-Benz,GLS 350d Grand Edition,7
Hyundai Grand i10 1.2 Kappa Sportz,Delhi,2018,9434,Petrol,Manual,First,18.9,1197.0,81.86,5.0,575000.0,Hyundai,Grand i10 1.2 Kappa Sportz,7
Maruti Ritz VXi,Mumbai,2012,29000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,325000.0,Maruti,Ritz VXi,13
Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,2017,22440,Diesel,Automatic,First,22.0,1498.0,108.495,5.0,889000.0,Volkswagen,Ameo 1.5 TDI Highline AT,8
Honda City i VTEC SV,Mumbai,2015,73070,Petrol,Manual,First,17.4,1497.0,117.3,5.0,590000.0,Honda,City i VTEC SV,10
Honda Jazz 1.2 S i VTEC,Kolkata,2016,21771,Petrol,Manual,First,18.7,1199.0,88.7,5.0,495000.0,Honda,Jazz 1.2 S i VTEC,9
Maruti Swift Ldi BSIV,Delhi,2014,62000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,375000.0,Maruti,Swift Ldi BSIV,11
Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2017,37024,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,1097000.0,Hyundai,Creta 1.6 CRDi AT SX Plus,8
Audi A7 2011-2015 3.0 TDI Quattro,Kochi,2014,60336,Diesel,Automatic,Second,14.4,2967.0,241.4,5.0,2494000.0,Audi,A7 2011-2015 3.0 TDI Quattro,11
Hyundai EON D Lite Plus,Kolkata,2014,26008,Petrol,Manual,First,21.1,814.0,55.2,5.0,197000.0,Hyundai,EON D Lite Plus,11
Ford Figo Diesel EXI,Jaipur,2010,90000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,140000.0,Ford,Figo Diesel EXI,15
Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2018,35569,Petrol,Manual,First,17.0,1198.0,73.75,5.0,727000.0,Volkswagen,Ameo 1.2 MPI Highline,7
Renault Scala Diesel RxL,Kolkata,2013,40000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,400000.0,Renault,Scala Diesel RxL,12
Honda Jazz 1.2 V i VTEC,Kolkata,2015,45000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,475000.0,Honda,Jazz 1.2 V i VTEC,10
Hyundai i20 1.2 Sportz,Delhi,2015,42000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,509999.99999999994,Hyundai,i20 1.2 Sportz,10
Audi A4 3.0 TDI Quattro Premium,Coimbatore,2012,46913,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,1611000.0,Audi,A4 3.0 TDI Quattro Premium,13
Mahindra Ssangyong Rexton RX7,Delhi,2014,62000,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,1055000.0,Mahindra,Ssangyong Rexton RX7,11
Toyota Fortuner 2.8 2WD AT,Ahmedabad,2017,15000,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,3000000.0,Toyota,Fortuner 2.8 2WD AT,8
Skoda Octavia Classic 1.9 TDI MT,Kolkata,2002,69000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,160000.0,Skoda,Octavia Classic 1.9 TDI MT,23
Mercedes-Benz New C-Class 250 CDI Classic,Hyderabad,2012,41367,Diesel,Automatic,First,15.8,2148.0,170.0,5.0,1848999.9999999998,Mercedes-Benz,New C-Class 250 CDI Classic,13
Maruti Ciaz 1.4 Zeta,Kochi,2018,15982,Petrol,Manual,First,20.73,1373.0,91.1,5.0,996000.0000000001,Maruti,Ciaz 1.4 Zeta,7
Maruti Swift ZDi,Hyderabad,2013,99595,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,475000.0,Maruti,Swift ZDi,12
Toyota Qualis FS B3,Bangalore,2002,63000,Diesel,Manual,Third,13.1,2446.0,75.0,10.0,365000.0,Toyota,Qualis FS B3,23
BMW 5 Series 2007-2010 525d Sedan,Delhi,2012,49000,Diesel,Automatic,Second,16.73,2495.0,218.0,5.0,1550000.0,BMW,5 Series 2007-2010 525d Sedan,13
Mitsubishi Pajero 2.8 SFX BSIII Dual Tone,Kochi,2013,48272,Diesel,Manual,First,10.5,2835.0,116.9,6.0,1182000.0,Mitsubishi,Pajero 2.8 SFX BSIII Dual Tone,12
Toyota Corolla H2,Delhi,2008,63000,Petrol,Manual,First,13.4,1794.0,125.0,5.0,204999.99999999997,Toyota,Corolla H2,17
Maruti Wagon R LXI CNG,Ahmedabad,2016,77000,CNG,Manual,First,26.6,998.0,58.16,5.0,330000.0,Maruti,Wagon R LXI CNG,9
Maruti Omni E MPI STD BS IV,Mumbai,2013,11734,Petrol,Manual,First,16.8,796.0,34.2,8.0,225000.0,Maruti,Omni E MPI STD BS IV,12
Audi A6 2011-2015 2.0 TDI,Kochi,2014,62012,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,2012000.0,Audi,A6 2011-2015 2.0 TDI,11
Hyundai Xcent 1.2 Kappa S Option CNG,Chennai,2017,46000,CNG,Manual,First,25.0,1197.0,81.86,5.0,495000.0,Hyundai,Xcent 1.2 Kappa S Option CNG,8
Honda Jazz 1.5 S i DTEC,Coimbatore,2016,45449,Diesel,Manual,First,27.3,1498.0,98.6,5.0,748000.0,Honda,Jazz 1.5 S i DTEC,9
Mercedes-Benz E-Class 200 Kompressor Elegance,Mumbai,2004,85000,Petrol,Automatic,Second,10.5,1796.0,157.7,5.0,550000.0,Mercedes-Benz,E-Class 200 Kompressor Elegance,21
Honda City 1.5 EXI,Jaipur,2005,88000,Petrol,Manual,Second,13.0,1493.0,100.0,5.0,170000.0,Honda,City 1.5 EXI,20
Audi A4 2.0 TDI,Kochi,2013,45330,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,1319000.0,Audi,A4 2.0 TDI,12
Maruti Swift Dzire VXI,Mumbai,2012,88000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,385000.0,Maruti,Swift Dzire VXI,13
Maruti Dzire VDI,Delhi,2016,45376,Diesel,Manual,First,28.4,1248.0,73.75,5.0,575000.0,Maruti,Dzire VDI,9
Mahindra XUV500 W8 4WD,Pune,2014,81000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,900000.0,Mahindra,XUV500 W8 4WD,11
Chevrolet Beat LT,Kochi,2012,83381,Petrol,Manual,First,18.6,1199.0,79.4,5.0,221000.0,Chevrolet,Beat LT,13
Ford EcoSport 1.5 Diesel Titanium Plus,Kochi,2017,78526,Diesel,Manual,First,23.0,1498.0,98.96,5.0,809000.0,Ford,EcoSport 1.5 Diesel Titanium Plus,8
BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2017,27313,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,4863000.0,BMW,5 Series 2013-2017 530d M Sport,8
Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2015,42747,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,3947000.0,Audi,Q5 30 TDI quattro Premium Plus,10
BMW X1 sDrive 20d xLine,Coimbatore,2015,42265,Diesel,Automatic,Second,20.68,1995.0,190.0,5.0,2224000.0,BMW,X1 sDrive 20d xLine,10
Hyundai i10 Magna AT,Mumbai,2009,21000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,260000.0,Hyundai,i10 Magna AT,16
Hyundai Creta 1.6 CRDi AT SX Plus,Ahmedabad,2016,55100,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,1200000.0,Hyundai,Creta 1.6 CRDi AT SX Plus,9
Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,70000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,1800000.0,Audi,A4 2.0 TDI 177 Bhp Premium Plus,11
Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2007,55000,Petrol,Automatic,Third,10.13,3498.0,364.9,5.0,999000.0,Mercedes-Benz,S Class 2005 2013 S 350 L,18
Hyundai i10 Magna,Kolkata,2012,58235,Petrol,Manual,First,20.36,1197.0,78.9,5.0,245000.00000000003,Hyundai,i10 Magna,13
Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,26000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,899000.0,Ford,EcoSport 1.5 Diesel Titanium,8
Volkswagen Vento Diesel Highline,Kolkata,2011,35000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,315000.0,Volkswagen,Vento Diesel Highline,14
Maruti Dzire ZDI Plus,Jaipur,2017,24000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,819999.9999999999,Maruti,Dzire ZDI Plus,8
Mahindra Scorpio 1.99 S10,Ahmedabad,2016,98000,Diesel,Manual,First,15.4,1997.0,120.0,7.0,1150000.0,Mahindra,Scorpio 1.99 S10,9
Hyundai i20 Asta 1.4 CRDi,Coimbatore,2016,44487,Diesel,Manual,First,22.54,1396.0,88.73,5.0,730000.0,Hyundai,i20 Asta 1.4 CRDi,9
Maruti Alto LXi,Chennai,2008,65000,Petrol,Manual,First,19.7,796.0,46.3,5.0,159000.0,Maruti,Alto LXi,17
Hyundai i10 Magna,Delhi,2015,34951,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,315000.0,Hyundai,i10 Magna,10
Mahindra Scorpio S6 7 Seater,Kolkata,2015,52373,Diesel,Manual,Second,15.4,2179.0,120.0,7.0,850000.0,Mahindra,Scorpio S6 7 Seater,10
Skoda Fabia 1.2L Diesel Classic,Hyderabad,2010,66285,Diesel,Manual,First,19.5,1199.0,75.0,5.0,300000.0,Skoda,Fabia 1.2L Diesel Classic,15
BMW X5 xDrive 30d,Mumbai,2012,66000,Diesel,Automatic,First,15.3,2993.0,258.0,5.0,2100000.0,BMW,X5 xDrive 30d,13
Honda Jazz 1.5 S i DTEC,Hyderabad,2016,43000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,775000.0,Honda,Jazz 1.5 S i DTEC,9
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,45200,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,2300000.0,Mercedes-Benz,E-Class 2009-2013 E 220 CDI Avantgarde,12
Mahindra XUV500 AT W10 FWD,Mumbai,2016,41000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,1375000.0,Mahindra,XUV500 AT W10 FWD,9
Honda City i VTEC CVT SV,Kochi,2017,39430,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,828999.9999999999,Honda,City i VTEC CVT SV,8
Maruti Swift VDI,Coimbatore,2014,83274,Diesel,Manual,First,22.9,1248.0,74.0,5.0,579000.0,Maruti,Swift VDI,11
Mercedes-Benz New C-Class 220 CDI AT,Coimbatore,2017,32324,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,3050000.0,Mercedes-Benz,New C-Class 220 CDI AT,8
Honda City 1.5 S MT,Mumbai,2011,49999,Petrol,Manual,First,17.0,1497.0,118.0,5.0,380000.0,Honda,City 1.5 S MT,14
Tata Sumo EX,Bangalore,2014,66000,Diesel,Manual,First,15.3,2956.0,83.8,7.0,445000.0,Tata,Sumo EX,11
Hyundai i20 Magna,Delhi,2012,54000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,330000.0,Hyundai,i20 Magna,13
Fiat Linea 1.3 Dynamic,Jaipur,2009,80000,Diesel,Manual,Second,20.4,1248.0,91.2,5.0,175000.0,Fiat,Linea 1.3 Dynamic,16
Honda Civic 2006-2010 1.8 V AT,Bangalore,2011,72000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,550000.0,Honda,Civic 2006-2010 1.8 V AT,14
Hyundai Creta 1.6 SX Plus Diesel,Pune,2017,44865,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1335000.0,Hyundai,Creta 1.6 SX Plus Diesel,8
Audi A3 35 TDI Technology,Delhi,2017,22000,Diesel,Automatic,Second,20.38,1968.0,143.0,5.0,2250000.0,Audi,A3 35 TDI Technology,8
Hyundai Verna VTVT 1.6 SX Option,Delhi,2013,57478,Petrol,Manual,Second,17.0,1591.0,121.3,5.0,525000.0,Hyundai,Verna VTVT 1.6 SX Option,12
Hyundai i20 1.4 CRDi Magna,Hyderabad,2011,75000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,375000.0,Hyundai,i20 1.4 CRDi Magna,14
Honda Mobilio S i DTEC,Kochi,2015,50624,Diesel,Manual,First,24.2,1498.0,98.6,7.0,632000.0,Honda,Mobilio S i DTEC,10
Hyundai Verna 1.6 SX CRDI (O) AT,Bangalore,2018,75000,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,775000.0,Hyundai,Verna 1.6 SX CRDI (O) AT,7
Ford Fiesta 1.6 ZXI Duratec,Chennai,2006,87000,Petrol,Manual,Second,15.3,1596.0,101.0,5.0,137000.0,Ford,Fiesta 1.6 ZXI Duratec,19
Hyundai i10 Sportz 1.2,Mumbai,2010,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,210000.0,Hyundai,i10 Sportz 1.2,15
Maruti Vitara Brezza ZDi,Hyderabad,2016,41372,Diesel,Manual,First,24.3,1248.0,88.5,5.0,930000.0000000001,Maruti,Vitara Brezza ZDi,9
Toyota Innova 2.5 VX (Diesel) 7 Seater,Ahmedabad,2015,70000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1200000.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater,10
Mercedes-Benz GLA Class 200 d Sport,Pune,2017,35000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,2350000.0,Mercedes-Benz,GLA Class 200 d Sport,8
Maruti Alto LXi BSIII,Hyderabad,2006,71993,Petrol,Manual,First,19.7,796.0,46.3,5.0,180000.0,Maruti,Alto LXi BSIII,19
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Chennai,2013,62000,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,1250000.0,Mercedes-Benz,New C-Class C 220 CDI Elegance AT,12
